職缺名稱,公司,地點,薪資,來源,發布日期,適合度分數,評分原因,連結,職缺描述,要求條件
SEO 行銷主管,聚贏有限公司,台北市中正區,面議,104,20260522,18.7,技能匹配(1): 數據分析; 地點符合: 台北市中正區; [技能7+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8r4zc,". 熟悉常用 SEO 工具
5. 具備網站前端架構知識（HTML / CSS / JS 基礎）
6. 擅長利用數據分析工具進行流量與轉換率分析，能夠撰寫清晰的成效報告並提出改善建議

【加分條件】：

1. 具備整合行銷、內容行銷、廣告投放等知識",
【遠雄集團】流通-會員經營科主管,遠雄集團總部_信宇投資股份有限公司,新北市汐止區,面議,104,20260521,18.7,技能匹配(1): 數據分析; 地點符合: 新北市汐止區; [技能7+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8zuoh,"一、三館會員權益與制度管理維護。 
二、會員活動規劃、執行及成效分析。
三、點數制度與交易資料整合。
四、負責CRM系統、APP會員系統架構優化。 
五、數據分析與營運轉化(例：會員跨館消費行為)
六、其他主管交辦事項

歡迎大數據分析/資訊背景",
營運助理 (遊戲產業),永笙科技股份有限公司,新北市新莊區,面議,104,20260523,18.7,技能匹配(1): 數據分析; 地點符合: 新北市新莊區; [技能7+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8vrhr,"1. 編寫具有行銷效果的社群廣告文案與遊戲介紹。
2. 社群平臺管理、社群互動、活動策劃，並透過數據分析提高品牌曝光率。
3. 觀察市場趨勢，以及與團隊討論行銷策略。
4. 活躍社群，籌備社群活動
5. 支援遊戲客服回覆
6. 支援主管臨時交辦事",
行銷企劃人員-新北產業園區,宏羚股份有限公司,新北市五股區,面議,104,20260519,18.7,技能匹配(1): 數據分析; 地點符合: 新北市五股區; [技能7+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8b3u1,"1.產品市場研究與分析
2.產品行銷企劃及成果數據分析
3.網站及社群內容規劃及經營
4.公司活動企劃及執行
5.撰寫企劃簡報及產品文案宣品內容規劃
6.其他主管交辦事項",
會員經營科主管(汐止-iFG遠雄廣場),iFG遠雄廣場_遠雄流通事業股份有限公司,新北市汐止區,面議,104,20260520,18.7,技能匹配(1): 數據分析; 地點符合: 新北市汐止區; [技能7+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8yr77,"一、三館會員權益與制度管理維護。 
二、會員活動資料整合並進行成效分析。
三、點數制度與交易資料整合。
四、負責CRM系統、APP會員系統架構優化。 
五、進行客群數據分析與營運轉化(例：會員跨館消費行為)。
六、其他主管交辦事項。

歡迎大數據分析",
C0117 客戶體驗資料分析專員,遠傳電信股份有限公司,台北市內湖區,面議,104,20260518,18.7,技能匹配(1): 數據分析; 地點符合: 台北市內湖區; [技能7+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/918x1,"從顧客視角出發，系統性追蹤並優化服務歷程與各接觸點，串聯前線與後端單位，定期檢視顧客VOC 並有效提升顧客體驗與整體滿意度。
1. 追蹤服務品質指標（如客戶服務滿意度等VOC資料)
2. 進行品質檢核、問題分析與改善建議彙整 (如全管道顧客反應與客訴公文質檢, 輔以AI工具應用)
3. 支援內外部服務品質檢核、品質專案與管理彙報
4. 與客服／門市／營運單位協作，確保服務流程能落地執行",
系統整合與商業分析規劃實習生,東洋洗濯事業股份有限公司,新北市鶯歌區,面議,104,20260519,18.7,技能匹配(1): 商業分析; 地點符合: 新北市鶯歌區; [技能7+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8y96m,"【工作內容】
1.　協助主管規劃與執行核心系統解決方案。 
2.　蒐集整理系統資訊流程繪製,撰寫需求文件。
3.　研究市場趨勢及競品資訊,挖掘潛在需求,促進新功能導入。
4.　支援主管完成流程改善及內外部簡報需求。

【實習條件】
• 每週至少出勤 20 小時（可配合課表彈性安排）
• 可部分遠端工作，但需配合安排定期實體會議或簡報討論
• 預計實習期間：3 個月以上，表現優秀者有機會優先參與正式...",
[行政]研查考核課/助理管理師,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,新北市板橋區,面議,104,20260522,18.0,技能匹配(1): 自動化; 地點符合: 新北市板橋區; [技能7+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8zgyg,"1. 建置即時安全監測儀表板。
2. 研發自動化查檢系統。
3. 各單位巡檢業務執行成果之稽查。
4. 導入智慧巡檢技術，開發協作巡檢機器狗。

",
(Taipei) Cybersecurity Analyst/Engineer,國巨股份有限公司,新北市新店區,面議,104,20260518,18.0,地點符合: 新北市新店區; [技能0+職稱0+關鍵字8+地點10],https://www.104.com.tw/job/8wcf0,"Job Summary:
Cybersecurity Engineer with 3 years of experience to join the team. In this role, hands-on experience in cybersecurity, supporting security operations, contributing to security architectu...",
"Analyst/Associate Consultant, HEOR",美商IQVIA _艾昆緯藥品資訊股份有限公司,台北市松山區,面議,104,20260504,17.3,地點符合: 台北市松山區; [技能0+職稱0+關鍵字7+地點10],https://www.104.com.tw/job/4kfbh,"Position Purpose:
Provides high quality, on-time input to client projects in the life sciences field. Assignments typically require analysis and problem solving within an established framework.

Princ...",
顧問類-資深顧問/經協理(Business Strategy Consultant),羅兵咸永道,台北,面議,LinkedIn,2026-03-17,15.3,地點符合: 台北; [技能0+職稱0+關鍵字5+地點10],https://tw.linkedin.com/jobs/view/%E9%A1%A7%E5%95%8F%E9%A1%9E-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-%E7%B6%93%E5%8D%94%E7%90%86-business-strategy-consultant-at-pwc-4386913004,Job Description & Summary 在 PwC，我們的策略顧問團隊專注於為組織提供策略性指導與洞察。他們分析市場趨勢、評估業務績效，並提出建議，協助客戶達成目標。這些顧問與客戶密切合作，找出成長機會、優化營運流程，並提升整體業務表現。 作為 PwC 的組織策略顧問，您將具備對組織策略各面向的廣泛理解，並為客戶提供全面性的指導與支援，協助其制定與執行策略性計畫，以優化組織績效。在此職...,
[台北營運處] 遊戲行銷專員,昱泉國際股份有限公司,新北市中和區,面議,104,20260518,15.0,地點符合: 新北市中和區; [技能0+職稱0+關鍵字5+地點10],https://www.104.com.tw/job/8r1t0,"我們正在找：行銷企劃 Marketing Specialist

你對行銷有熱情，喜歡追蹤市場脈動、動手規劃活動、與社群互動嗎？
加入我們，一起推動遊戲品牌向前走，從企劃到執行，你的想法都將被看見！
-----------------------------------------------------------------
工作內容
你會參與到行銷各個面向的實戰操作，以下是日常任務的一部分：...",
【售服部】人資系統導入專案顧問師,鋒形科技有限公司,新北市新店區,面議,104,20260519,14.7,地點符合: 新北市新店區; [技能0+職稱0+關鍵字5+地點10],https://www.104.com.tw/job/7flhw,"【公司簡介】
鋒形科技自 2004 年創立以來，為台灣首屈一指的 HR SaaS 系統領導品牌，率先推出雲端人力資源管理解決方案，致力於打造最符合企業實務需求的人資科技產品。

我們深信「好的人資系統，應該讓管理變簡單」，旗下旗艦產品 Femas HR 雲端人資系統，由專業技術顧問與產品團隊共同研發，幫助企業減少多達 80% 的人資行政作業時間。迄今已服務超過千家企業，遍佈兩岸三地與東南亞，續約率...",
HR Generalist - Admin / General Affairs,美商德盟全球凱展股份有限公司台灣分公司,台北市內湖區,面議,104,20260518,14.3,地點符合: 台北市內湖區; [技能0+職稱0+關鍵字4+地點10],https://www.104.com.tw/job/8otjl,"✨ We welcome detail-oriented, responsible, and organized individuals who enjoy HR administration and office operations to join our team!

If you enjoy creating structure, paying attention to details, ...",
顧問類-顧問/資深顧問(NetSuite ERP),羅兵咸永道,台北,面議,LinkedIn,2025-03-04,14.3,地點符合: 台北; [技能0+職稱0+關鍵字4+地點10],https://tw.linkedin.com/jobs/view/%E9%A1%A7%E5%95%8F%E9%A1%9E-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-netsuite-erp-at-pwc-4172650087,Job Description & Summary 負責為客戶提供 NetSuite ERP解決方案的實施、優化和支持，以提升業務運營效率和效能。 與客戶合作，了解其業務需求和流程，並建議合適的 NetSuite 解決方案。 負責 NetSuite 系統的設計、配置和實施。 提供系統的日常支持和維護，解決客戶在使用過程中遇到的問題。 協助進行用戶訓練，幫助客戶更好地使用 NetSuite 系統。 ...,
(JR-10188) Application Analyst/Programmer,(美商)台灣通用器材股份有限公司,新北市新店區,面議,104,20260521,14.0,地點符合: 新北市新店區; [技能0+職稱0+關鍵字4+地點10],https://www.104.com.tw/job/8rbrv,"What you will be doing:
• Support MES system by performing work in research, design, development and test of existing and new system modules, tools and processes required for operation. 
 支持與維護 MES（製造...",
影像應用分析師(衛星/航拍影像),瑞竣科技股份有限公司,新北市中和區,面議,104,20260515,13.7,地點符合: 新北市中和區; [技能0+職稱0+關鍵字4+地點10],https://www.104.com.tw/job/8zzpr,"▼ 工作內容包含：
1.影像判釋與應用分析（如土地利用、植生監測、變遷分析、災害監測等）
2.進行遙測影像指標計算與應用、AI模組開發與建立
3.影像資料品質檢核與成果驗證（QC/QA）
4.依專案需求產出分析成果，客戶技術溝通

▼希望你具備的特質
1.具有解決問題的能力與獨立思考的精神
2.對遙測領域應用與研發工作具有熱忱

▼ 工作與環境介紹：
　◆ 完善的在職訓練
　　◇ 您可在工作中學習...",
軟體專案系統分析師 SA (System Analyst),淞泊科技有限公司,新北市中和區,面議,104,20260523,13.7,地點符合: 新北市中和區; [技能0+職稱0+關鍵字4+地點10],https://www.104.com.tw/job/8skln,"SOBO Design 淞泊創意設計
We are aiming at provide you with more.

我們是資訊服務公司服務對象為國內金融行業(金控,銀行,保險,證券,投信投顧,期貨...等)業務性質包含Website design, UI Design, Graphic design, APP design, Internet service, OA system.

[工作內...",
顧問類-顧問/資深顧問(數位轉型),羅兵咸永道,台北,面議,LinkedIn,2025-09-19,13.7,地點符合: 台北; [技能0+職稱0+關鍵字4+地點10],https://tw.linkedin.com/jobs/view/%E9%A1%A7%E5%95%8F%E9%A1%9E-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-%E6%95%B8%E4%BD%8D%E8%BD%89%E5%9E%8B-at-pwc-4303001840,Job Description & Summary 在PwC，從事策略顧問專注於為組織提供策略指導和見解。他們分析市場趨勢，評估業務表現，並制定建議以幫助客戶實現目標。這些專業人士與客戶密切合作，以識別增長機會、優化運營並提升整體業務表現。 作為PwC的企業和商業策略顧問，您將分析客戶需求，在不同策略領域提供諮詢服務，並提供指導和支持，幫助客戶制定和實施有效策略，以符合其業務目標並促進增長。 規劃...,
傳富理財財務顧問,上海商業儲蓄銀行 SCSB,台北,面議,LinkedIn,2026-03-31,13.7,地點符合: 台北; [技能0+職稱0+關鍵字4+地點10],https://tw.linkedin.com/jobs/view/%E5%82%B3%E5%AF%8C%E7%90%86%E8%B2%A1%E8%B2%A1%E5%8B%99%E9%A1%A7%E5%95%8F-at-the-shanghai-commercial-savings-bank-4392128927,求才內容： [ 職務內容 ] 1.約訪高資產客戶，了解需求、提供方案、追蹤進度，提升客戶與本行之黏著度。 掌握且適時提供適合高資產客戶進行財富傳承規劃之商品。 收集各項金融與稅務資訊，積極創造業務商機。 [ 部 門 ] 傳富理財部 [ 職務性質 ] 正式人員 [ 上班地點 ] 台北市中山區 [ 到職日期 ] 不限 [ 薪資待遇 ] 面議 [ 需求人數 ] 1 [ 休假制度 ] 週休二日 [ 上班時...,
Consultant,電通商業顧問股份有限公司,台北市信義區,面議,104,20260522,13.3,地點符合: 台北市信義區; [技能0+職稱0+關鍵字3+地點10],https://www.104.com.tw/job/8ym9v,"We are looking for a Proactive Thinker who treats curiosity as a discipline and has a genuine interest in brands, people, and markets. The primary mission of this role is to act as an investigator — c...",
Bug Triage Engineer/Analyst (Android / Bluetooth) (工作地點：新店/板橋),印度商威普羅股份有限公司台灣分公司,新北市新店區,面議,104,20260520,13.3,地點符合: 新北市新店區; [技能0+職稱0+關鍵字3+地點10],https://www.104.com.tw/job/8zeq3,"Review incoming bugs relating to Bluetooth audio devices and determine the root cause of the failure.  This person will need to dig into multiple log sources, review documentation, consult with other ...",
【MKT】品牌行銷Business Partner,科林儀器股份有限公司,新北市中和區,面議,104,20260518,13.0,地點符合: 新北市中和區; [技能0+職稱0+關鍵字3+地點10],https://www.104.com.tw/job/8deg2,"【關於我們 | About Wishvision】
濰視眼科（Wishvision Eye Center）為台灣首家結合「醫療專業 × 美學體驗」的自費眼科品牌。
核心服務包含近視雷射、老花雷射、醫美等自費療程。 
我們致力於打造兼具醫療品質與顧客體驗的診所品牌，目前據點涵蓋台北、台中與新竹，並正積極布局海外市場（含上海）。
隸屬科林集團（Clinico Group），與聽力與睡眠、儀器醫療代理等...",
策略投資與產業 分析 實習生,上洋股份有限公司,"五股區, 新北市, 台灣",250+ TWD / 小時,CakeResume,,13.0,"地點符合: 五股區, 新北市, 台灣; [技能0+職稱0+關鍵字3+地點10]",https://www.cake.me/companies/upyoung/jobs/strategic-investment-and-industry-analysis-specialist-fa5,"【工作內容】
1. 協助進行潛在產業投資與合作機會之研究與資料初步彙整
2. 蒐集並整理市場資訊、競業動態與財務數據，進行基礎分析與報告撰寫
3. 協助專案資料準備、提案簡報整理與內部跨部門協調事項
4. 支援主管完成其他投資評估、策略分析或內外部簡報需求
【實習條件】
• 每週至少出勤 20 小時（可配合課表彈性安排）
• 可部分遠端工作，但需配合安排定期實體會議或簡報討論
• 預計實習期間：3...","1. 對產業研究、投資分析、創新商模有高度興趣
2. 擅長資料蒐集、邏輯思考與資訊統整
3. 良好的溝通能力與責任感，能獨立作業並主動追蹤進度
4. 大三以上或研究生尤佳
立即應徵
優化履歷
查看所有職缺
立即應徵
優化履歷
查看所有職缺"
電商營運助理,壹壹新零售股份有限公司,新北市汐止區,面議,104,20260521,12.7,地點符合: 新北市汐止區; [技能0+職稱0+關鍵字3+地點10],https://www.104.com.tw/job/8jgkw,"我們希望能招募到有學習熱情、細心態度、保持開放樂於溝通、跟我們一起成長的夥伴。
 
  ✦自有官網與各電商平台賣場維護、優化與營運策略執行
  ✦平台與供應商對帳作業
  ✦平台窗口與供應商關係維繫
  ✦營運 KPI 規劃執行與達成
  ✦銷售數據彙整
  ✦跨部門訂單異常處理
  ✦系統操作與訂單管理
  ✦主管交辦事項與專案協助推進
",
網路行銷企劃專員(週休二日),世豐國際企業有限公司,新北市林口區,面議,104,20260522,12.7,地點符合: 新北市林口區; [技能0+職稱0+關鍵字3+地點10],https://www.104.com.tw/job/8h56d,"1.新商品定位行銷，精準鎖定消費族群優化行銷溝通、會員經營，達成產品銷售及活動目標。 

2.新品及競品資料收集及評估建議產品開發及針對競爭品牌提出行銷建議。 

3.社群經營、媒體投放、關鍵字行銷及活動行銷的規劃、執行與評估、持續改善。

4.負責與各大電商平台協調聯繫、管理電商平台、規劃執行行銷活動，達成公司業績目標。

5.歡迎積極進取、持續精進、高度責任感及注重團隊精神的人加入公司共創雙贏...",
Digital Project Manager,Ogilvy Taiwan,台北,面議,LinkedIn,2026-04-27,12.7,地點符合: 台北; [技能0+職稱0+關鍵字3+地點10],https://tw.linkedin.com/jobs/view/digital-project-manager-at-ogilvy-taiwan-4393279089,透過數據整合與分析，並根據消費者行為、偏好進而挖掘維繫顧客關係的關鍵，以便更有效的規劃和實施我們的客戶關係管理策略。 職務內容 1. LINE OA 經營大師 負責 LINE OA 的管理與優化，包括內容推播、會員分眾、活動企劃，讓用戶愛上品牌！ 2. 社群玩咖 協助規劃客戶 LINE OA、Facebook 等社群平台，加深品牌社群影響力 3. 專案推進高手 確保社群與 CRM 相關專案順利執行...,
業務類-(經理/協理)不動產商仲,羅兵咸永道,台北,面議,LinkedIn,2025-08-05,12.7,地點符合: 台北; [技能0+職稱0+關鍵字3+地點10],https://tw.linkedin.com/jobs/view/%E6%A5%AD%E5%8B%99%E9%A1%9E-%E7%B6%93%E7%90%86-%E5%8D%94%E7%90%86-%E4%B8%8D%E5%8B%95%E7%94%A2%E5%95%86%E4%BB%B2-at-pwc-4280164000,Job Description & Summary 【經理職】 • 辦公室租賃與招商服務 • 商用不動產/土地買賣、租賃仲介服務 • 工業地產租賃與招商服務• 零售客戶代理服務 • 商業不動產銷售代理、投資分析相關 • 工作經歷：2年以上，需具備不動產營業員證書和不動產經紀人證照 【協理職】 • 辦公室租賃與招商服務 • 商用不動產/土地買賣、租賃仲介服務 • 工業地產租賃與招商服務 • 零售客戶...,
系統分析師-經濟、統計、公共行政、產業、地政(不動產)領域(IAD31),資拓宏宇國際股份有限公司,新北市板橋區,面議,104,20260519,12.3,地點符合: 新北市板橋區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8cicu,"1.從事政府資料與數據之策略分析與應用。
2.分析電腦使用者需要，以發展硬體和軟體架構。
3.瞭解各使用需求單位對資訊服務的需求，並建議最佳作業方式。
4.規劃並撰寫系統需求、規格書及計畫書。
5.測試應用系統與電子平台上的連結。",
產業分析助理 (台北辦公室),領導力企業管理顧問有限公司,台北市中山區,面議,104,20260506,12.3,地點符合: 台北市中山區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8xfkw,"1.協助ESG&ISO相關資料之蒐集、整理與分析。
2.協助產業分析報告、研究專文之資料彙整、圖表製作與撰寫。
3.負責維護產業資料庫與網站內容更新。
4.協助實習生進行研究工作指導、任務分派與品質檢核。
5.配合公司研討會＆教育訓練規劃。
6.主管交辦事項。



",
策略投資分析師,富智康國際股份有限公司,新北市土城區,面議,104,20260519,12.3,地點符合: 新北市土城區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8xlvk,"1. 針對特定產業主題與新事業項目進行產業、市場、技術、財務分析
2. 參與投資併購專案之評估與執行
3. 投資後管理、營運狀況追蹤及彙報
4. 其他主管交辦事項",
AS/400 程式設計/系統分析師(AS/400 programmer/system analyst),口袋證券股份有限公司,新北市板橋區,面議,104,20260522,12.3,地點符合: 新北市板橋區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/7kn5g," correction.
. Business requirement interview, business process improvement solution proposal.
. CRM database integration.

【口",
韓國市場行銷實習生(마케팅 인턴) (非短期寒暑假實習),玩美行動股份有限公司,"Taipei, Taiwan ・ 內湖區, 台北市, 台灣",196 ~ 225 TWD / 小時,CakeResume,,12.3,"地點符合: Taipei, Taiwan ・ 內湖區, 台北市, 台灣; [技能0+職稱0+關鍵字2+地點10]",https://www.cake.me/companies/meitu-740e16/jobs/b8d4fc,"【韓國市場行銷實習生】  招募中！熱烈歡迎韓國籍在台學生加入！
대만에 거주하는 한국 학생들의 참여를 환영합니다.
如果你熱愛拍照修圖、是社群媒體重度使用者、了解韓國年輕人最新流行趨勢，歡迎投遞履歷！
加入我們，你將負責或參與這些工作內容：
◆官方社群經營 (IG/Tiktok等)
◆節慶推廣、文案撰寫、翻譯及視覺創意發想
◆市場調查/趨勢蒐集/競品分析/用戶訪談
◆網紅合作洽談
◆App本地...","- 具有當地生活經驗
- 熟悉Instagram、tiktok、Dcard、小紅書等社群媒體
- 善於溝通、組織統籌、態度積極學習
- 對影像、短影片有高度熱情&想法idea
- 熟悉影片剪輯 (App剪輯即可，但有專業影片剪輯能力加分。ex: AE, Premiere)"
AI/AOI軟體開發工程師(內湖) - TWPR01348,仁寶,台北,面議,LinkedIn,2026-05-22,12.3,地點符合: 台北; [技能0+職稱0+關鍵字2+地點10],https://tw.linkedin.com/jobs/view/ai-aoi%E8%BB%9F%E9%AB%94%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB-%E5%85%A7%E6%B9%96-twpr01348-at-compal-4407603673,AOI 開發應用 AOI 影像檢測軟體開發應用 TensorFlow x Keras 產品影像分類軟體開發 機械學習與深度學習演算法研究 資料探勘、分析與整理 ※依學經歷、工作年資敘薪 Show more Show less,
RK-新店半導體公司-Data Assistant(具備相關經驗佳/近捷運大坪林站),新加坡商立可人事顧問有限公司台灣分公司,新北市新店區,面議,104,20260519,12.0,地點符合: 新北市新店區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/7kczw,"BD Data & Systems Assistant (Contract)
主要工作職掌與責任：
1. 系統與數據支援(System & Data Support)
負責系統操作支援，確保業務流程在系統中順利運作。
2. 數據維護 (Data",
INVINCIBLE 總公司｜品牌部女裝專員 (Merchandise Specialist),INVINCIBLE_英斯伯貿易有限公司,新北市汐止區,面議,104,20260520,12.0,地點符合: 新北市汐止區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8x9bu,"【角色定位】
　數據監測、庫存優化，負責將感性的時尚產業轉化為理性的數據決策。
　負責「貨量挪移」與「庫存流向」。

【工作內容】
1. 採購作業：
　- 協助訂單製作、資料彙整與內容核對
　- 確保訂單資訊正確無誤
2. 進貨作業：
　- 各品牌商品分貨與資料整理
　- 進貨相關費用計算與資料登錄
3. 銷售管理：
　- 商品資料維護與更新，確保資訊正確性
4. EC營運：
　- 官網商品上架、...",
精密傳動測試驗證工程師,全球傳動科技股份有限公司,新北市樹林區,面議,104,20260519,12.0,地點符合: 新北市樹林區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/7vsom,"1.規劃產品性能測試與可靠度測試。
2.設計測試治具與測試設備規劃。
3.執行產品性能測試與壽命測試。
4.分析測試數據並提出改善建議。
5.建立產品測試標準與驗證流程。
6.撰寫測試報告與技術文件。
7.協助研發團隊進行產品性能驗證。
",
【零售】通路營運分析專員/課級主管,中華電信關係企業_神腦國際企業股份有限公司,新北市新店區,面議,104,20260519,12.0,地點符合: 新北市新店區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/85lkc,"1.管理會議簡報製作與彙整:
負責統整各項週報資料彙整與製作。
2.營收預算編列&簡報彙整: 
負責零售業務部年度營收模型建立/維護，並彙整各單位簡報製作年度策略簡報內容。
3.零售績效分析: 
根據年度策略目標，設計追蹤報表/簡報內容/業績儀表板，包含日報/週報/月報，並針對不同策略目的進行專案分析，包含專售店績效、獎金分析、零售損益分析。
4.業務獎金辦法設計與管理: 
統籌零售業務部人員獎金...",
經營分析管理師_汐止_08130,緯創資通股份有限公司,新北市汐止區,面議,104,20260520,12.0,地點符合: 新北市汐止區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/90hvh,"1. 負責公司經營數據的收集、整理與分析，提供決策建議
2. 定期製作經營分析報表，追蹤各部門績效與目標達成狀況
3. 協助成本管理，分析成本結構並提出優化建議
4. 參與預算編制與執行監控，確保財務資源分配有效
5. 運用Excel與SAP進行數據處理，確保報表準確性與即時性",
台灣總部 - HR C&B Specialist/ Executive (薪酬福利專員/執行專員),必勝客Pizza Hut/肯德基KFC_富利餐飲股份有限公司,台北市中山區,面議,104,20260514,11.7,地點符合: 台北市中山區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8pz32,"【請至：https://jrg.avature.net/en_US/careers/JobDetail/PNC-C-B-Executive/2008 投遞履歷，我們將以這邊收到的履歷為主】

1.每月薪酬計算、年度所得申報、二代健保申報。

2.制定並優化總公司薪酬架構，確保內部公平性與市場競爭力。

3.參與年度薪酬調整、績效獎金設計及發放流程，確保與公司策略一致。

4.協助導入與優化薪酬管理...",
【EVP直屬】數位轉型經理 / 首席企業雲端架構師 (Cloud Architect),弘如企業有限公司,新北市樹林區,面議,104,20260513,11.7,地點符合: 新北市樹林區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/900ix,"你是這支特種部隊的大腦。弘如即將把封閉的傳統 ERP 走向微服務化，並串接現場 MES 與 WMS。我們需要你來畫出這張系統藍圖，建立 API 中介層，並確保供應鏈聯網的零信任資安 (Zero-Trust)。你將直接對 EVP 負責，主導千萬級別的科專系統架構。

【你的戰場 (Key Responsibilities)】
     1.    中台架構設計： 規劃並實作 API Gateway，...",
門市人員（板橋專櫃）｜團績 X 團隊合作 = 好的業績Ｘ好的工作氛圍｜,綠藤生物科技股份有限公司,新北市板橋區,面議,104,20260518,11.7,地點符合: 新北市板橋區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8djvc,"Hi ，謝謝你對綠藤門市職缺的興趣。

我們對於這個職位有著不同的想像，期待一段不一樣的夥伴關係，除了明確透明的團隊獎金體系、完善休假制度與各式福利，我們注重的是團體合作、與你一起努力讓顧客因為綠藤產品而擁有更好生活；同時，從紮實的教育訓練一起認識髮膚生理與每支產品存在的意義，而不是單純介紹產品特色與話術。

期待與你相遇，一起打造更好的你與綠藤！


｜工作核心內容｜
店務營運
1. 協助商品陳...",
(MP) 面板採購高階主管,嘉捷科技企業股份有限公司,新北市中和區,面議,104,20260519,11.7,地點符合: 新北市中和區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/88cek,"1. 制定全球面板採購策略。
2. 評估現有和潛在的面板供應商，確保其技術能力、生產能力、品質控制符合集團的要求。
3. 面板市場調查和分析並根據市場趨勢提出採購建議。
4. 領導採購團隊進行面板採購合約談判，確保合同條款和價格條件符合公司利益並最大程度地降低成本。
5. 積極尋求降低面板採購成本的機會，包括價格談判、採用新技術和材料等方式。
6. 跨部門合作，確保面板按時交付，降低庫存風險，同時...",
門市人員（新店專櫃）｜團績 X 團隊合作 = 好的業績Ｘ好的工作氛圍｜,綠藤生物科技股份有限公司,新北市新店區,面議,104,20260518,11.7,地點符合: 新北市新店區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/81yvf,"Hi ，謝謝你對綠藤門市職缺的興趣。

我們對於這個職位有著不同的想像，期待一段不一樣的夥伴關係，除了明確透明的團隊獎金體系、完善休假制度與各式福利，我們注重的是團體合作、與你一起努力讓顧客因為綠藤產品而擁有更好生活；同時，從紮實的教育訓練一起認識髮膚生理與每支產品存在的意義，而不是單純介紹產品特色與話術。

期待與你相遇，一起打造更好的你與綠藤！


｜工作核心內容｜
店務營運
1. 協助商品陳...",
(Sr.) Cost Analyst/成本會計_TC27578,"Super Micro Computer, Inc._美超微電腦股份有限公司",新北市中和區,面議,104,20260520,11.7,地點符合: 新北市中和區; [技能0+職稱0+關鍵字2+地點10],https://www.104.com.tw/job/8y3kf,"工作說明，職責範圍包含但不限於：
1. 確保會計分錄與程序符合總部會計標準與內部控制規範。
2. 與海外子公司的成本團隊進行協調溝通。
3. 處理成本會計日常帳務：包含入庫（Goods receipt）及庫存調整作業。
4. 負責存貨與銷貨成本（COGS）的月結作業，確保在期限內完成應計項目（如：折讓 Rebate、購買價格變異 PPV）及相關報表分析。
5. 編製存貨相關報表，並配合內外部稽核之...",
"Analyst, Quantitative Research",台灣尼爾森愛科股份有限公司,台北市松山區,面議,104,20260519,11.3,地點符合: 台北市松山區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/91qa1, will also have our wide product portfolio and data sets at your fingertips that can be used to provide a comprehensive view,
Inside Sales and Sales Operation (內勤業務與銷售營運),德商_臺灣旺科股份有限公司,新北市中和區,面議,104,20260522,11.3,地點符合: 新北市中和區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8zf1r," Maintenance & Management:
-	Document all sales activities in the CRM system, maintain and optimize to ensure data integrity.",
